,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
18611,Melton South,23 Neerim St,4,h,426000,S,Raine,15/07/2017,29.8,3338,4,2,3,655,142,1975,Melton,-37.69548,144.56775,Western Victoria,4718
18615,Mill Park,46 Buckmaster Dr,3,h,775500,S,Harcourts,15/07/2017,17.9,3082,3,1,4,840,125,1980,Whittlesea,-37.66919,145.06799,Northern Metropolitan,10529
18616,Mill Park,14 Malua Cr,3,h,726000,S,Love,15/07/2017,17.9,3082,3,2,2,615,132,1982,Whittlesea,-37.67519,145.06201,Northern Metropolitan,10529
18617,Mill Park,6 Whernside Ct,4,h,710000,S,Ray,15/07/2017,17.9,3082,4,1,2,666,123,1985,Whittlesea,-37.67626,145.0659,Northern Metropolitan,10529
18619,Montmorency,2/22 Looker Rd,3,t,820000,S,Buckingham,15/07/2017,16.2,3094,3,2,2,260,157,2010,Banyule,-37.72394,145.12456,Eastern Metropolitan,3891
18623,Moonee Ponds,115 Eglinton St,4,h,1425000,S,Jellis,15/07/2017,6.2,3039,4,2,2,388,151,1890,Moonee Valley,-37.7685,144.91103,Western Metropolitan,6232
18624,Moorabbin,10 Barilla Rd,3,t,935000,SP,Buxton,15/07/2017,14.3,3189,3,2,2,280,109,1985,Kingston,-37.94111,145.0431,Southern Metropolitan,2555
18634,Mount Waverley,46 Sesame St,5,h,2248000,S,Jellis,15/07/2017,14.2,3149,5,5,2,729,398,2016,Monash,-37.86582,145.14824,Eastern Metropolitan,13366
18635,Mount Waverley,2 Viewbank Rd,3,h,1260000,PI,Buxton,15/07/2017,14.2,3149,3,1,2,743,148.47,1960,Monash,-37.8958,145.11969,Eastern Metropolitan,13366
18638,Mulgrave,27 Glencairn St,5,h,960000,S,Ray,15/07/2017,18.8,3170,5,2,1,731,130,1965,Monash,-37.9298,145.16524,South-Eastern Metropolitan,7113
18643,Murrumbeena,9/14 Wahroongaa Cr,3,t,956000,S,Woodards,15/07/2017,10.1,3163,3,2,1,137,137,1994,Glen Eira,-37.887,145.07303,Southern Metropolitan,4442
18645,Narre Warren,2 Ireland Av,3,h,605000,SP,Only,15/07/2017,34.1,3805,3,2,2,688,121,1990,Casey,-38.037,145.30862,South-Eastern Metropolitan,9376
18648,Niddrie,42 Newman Cr,4,h,950000,SP,Nelson,15/07/2017,10.4,3042,4,1,2,558,148,1970,Moonee Valley,-37.73834,144.88197,Western Metropolitan,2291
18655,Northcote,179 Arthurton Rd,3,h,1307500,S,Ray,15/07/2017,5.3,3070,3,2,0,258,124,1920,Darebin,-37.76788,144.98621,Northern Metropolitan,11364
18660,Notting Hill,3 Risdon Dr,4,h,1211000,S,One,15/07/2017,16.7,3168,4,3,3,727,167,1970,Monash,-37.90779,145.15042,Southern Metropolitan,902
18665,Oakleigh,42 Bishop St,4,h,1610000,S,Buxton,15/07/2017,12.3,3166,4,2,2,592,193,1950,Monash,-37.90821,145.09314,Southern Metropolitan,3224
18667,Oakleigh East,3 McKenzie Ct,2,h,1150000,S,Ray,15/07/2017,12.3,3166,2,1,3,622,122,1970,Monash,-37.90168,145.11081,Southern Metropolitan,2547
18672,Pakenham,4 Toorang Ct,4,h,435000,S,C21,15/07/2017,47.3,3810,4,2,2,553,553,2005,Cardinia,-38.08699,145.48273,Eastern Victoria,17384
18675,Parkdale,4/25 White St,1,t,503750,SP,Barry,15/07/2017,21.5,3195,1,1,1,80,88,2007,Kingston,-37.99825,145.08696,South-Eastern Metropolitan,5087
18681,Point Cook,84 Beachview Pde,4,h,690000,VB,hockingstuart,15/07/2017,14.7,3030,4,2,2,540,531,2012,Wyndham,-37.90715,144.76527,Western Metropolitan,15542
18682,Point Cook,49 Lindsay Gdns,4,h,596000,S,hockingstuart,15/07/2017,14.7,3030,4,2,2,416,182.9,2006,Wyndham,-37.89279,144.73158,Western Metropolitan,15542
18683,Point Cook,15 Metcalf Wy,4,h,698000,S,hockingstuart,15/07/2017,14.7,3030,4,2,2,448,190,2012,Wyndham,-37.8914,144.72014,Western Metropolitan,15542
18696,Reservoir,66 Crookston Rd,3,h,953000,S,Ray,15/07/2017,12,3073,3,1,2,743,115,1970,Darebin,-37.70964,145.0171,Northern Metropolitan,21650
18698,Reservoir,2/27 Horton St,2,t,710000,S,Raine,15/07/2017,12,3073,2,2,1,126,138,2013,Darebin,-37.72357,144.98562,Northern Metropolitan,21650
18703,Reservoir,1/118 Rathcown Rd,2,u,502000,SP,Barry,15/07/2017,12,3073,2,1,2,230,69,2015,Darebin,-37.709,145.02014,Northern Metropolitan,21650
18710,Ringwood East,2/9 Green St,3,h,710000,S,Noel,15/07/2017,21.3,3135,3,1,2,314,88,1989,Maroondah,-37.81953,145.24907,Eastern Metropolitan,4407
18714,Rowville,3 Barwon Ct,3,h,735000,S,Barry,15/07/2017,23.5,3178,3,2,1,721,143,1984,Knox,-37.91713,145.24706,South-Eastern Metropolitan,11667
18716,Rowville,2 Wallingford Pl,3,h,755000,S,Harcourts,15/07/2017,23.5,3178,3,2,2,551,178,2003,Knox,-37.94266,145.24662,South-Eastern Metropolitan,11667
18717,Roxburgh Park,16 Reading Cl,3,h,537000,S,Raine,15/07/2017,20.6,3064,3,2,2,640,156,1994,Hume,-37.63799,144.92924,Northern Metropolitan,5833
18718,Seaford,14/10 Claude St,2,t,386000,S,hockingstuart,15/07/2017,35.4,3198,2,1,1,150,106,1970,Frankston,-38.12477,145.13668,South-Eastern Metropolitan,8077
18719,Seaford,10 Maple St,4,h,763000,S,U,15/07/2017,35.4,3198,4,2,4,611,184.75,1980,Frankston,-38.10226,145.14459,South-Eastern Metropolitan,8077
18721,Seaford,210 Seaford Rd,4,h,768000,S,Buxton,15/07/2017,35.4,3198,4,2,3,542,170,1970,Frankston,-38.11161,145.15011,South-Eastern Metropolitan,8077
18722,South Melbourne,26 Bridport St,3,h,2800000,VB,Greg,15/07/2017,1.9,3205,3,2,2,216,193.74,1860,Port Phillip,-37.83863,144.96208,Southern Metropolitan,5943
18724,South Morang,16/74 Thomas St,2,t,345000,SP,Harcourts,15/07/2017,20.5,3752,2,1,1,305,131,1999,Whittlesea,-37.6522,145.09261,Northern Metropolitan,7969
18731,St Albans,11 Craigielea Av,2,h,610000,PI,RW,15/07/2017,14,3021,2,1,2,419,135,1975,Brimbank,-37.7398,144.80348,Western Metropolitan,14042
18733,St Albans,17 Jamieson St,3,h,550000,S,Raine,15/07/2017,14,3021,3,1,1,606,130,1965,Brimbank,-37.73789,144.78734,Western Metropolitan,14042
18734,St Albans,62 Lester Av,4,h,520000,PI,Westside,15/07/2017,14,3021,4,2,1,699,110,1950,Brimbank,-37.73986,144.81105,Western Metropolitan,14042
18743,Sunshine,18 Benjamin St,3,h,860000,PI,Jas,15/07/2017,10.5,3020,3,1,3,446,126,1910,Brimbank,-37.79354,144.8328,Western Metropolitan,3755
18752,Taylors Lakes,1 Cowes Pl,4,h,853000,S,Barry,15/07/2017,15.5,3038,4,3,2,724,330,1990,Brimbank,-37.70941,144.7873,Western Metropolitan,5336
18761,Toorak,2/619 Toorak Rd,2,u,1140000,S,Marshall,15/07/2017,4.1,3142,2,2,2,586,119,1990,Stonnington,-37.84266,145.02355,Southern Metropolitan,7217
18763,Travancore,2115/18 Mt Alexander Rd,2,u,341500,S,McGrath,15/07/2017,4.3,3032,2,1,1,16000,68.5,2012,Moonee Valley,-37.78466,144.93829,Western Metropolitan,1052
18766,Vermont,18 Barbara St,3,h,1111500,S,Philip,15/07/2017,17.2,3133,3,1,0,722,94,1960,Whitehorse,-37.8324,145.20467,Eastern Metropolitan,4181
18769,Wantirna South,42 Argyle Wy,4,h,1045000,S,Noel,15/07/2017,14.7,3152,4,3,2,728,153,1990,Knox,-37.88009,145.22736,Eastern Metropolitan,7082
18770,Wantirna South,12/440 Stud Rd,3,u,622000,S,Ray,15/07/2017,14.7,3152,3,1,1,137,71,2012,Knox,-37.87615,145.23192,Eastern Metropolitan,7082
18771,Warrandyte,24 Fossickers Wy,3,h,826000,S,Gardiner,15/07/2017,21.1,3113,3,2,0,830,135,1975,Manningham,-37.75079,145.20617,Eastern Metropolitan,2003
18774,Watsonia,1/34 Longmuir Rd,2,u,655000,S,Darren,15/07/2017,14.5,3087,2,1,1,298,98,1975,Banyule,-37.71098,145.08926,Northern Metropolitan,2329
18778,Werribee,6 Cassowary Av,3,h,505000,SP,Greg,15/07/2017,14.7,3030,3,2,4,557,116,1987,Wyndham,-37.87975,144.66459,Western Metropolitan,16166
18781,Werribee,2/50 Tower Rd,2,h,335000,S,Greg,15/07/2017,14.7,3030,2,1,1,190,113,1980,Wyndham,-37.90423,144.67008,Western Metropolitan,16166
18785,West Footscray,5/2 Ormond Rd,3,t,700000,S,Jas,15/07/2017,6.4,3012,3,2,2,125,131,2013,Maribyrnong,-37.80735,144.87361,Western Metropolitan,5058
18788,Westmeadows,27 Eyre St,3,h,800000,S,YPA,15/07/2017,16.5,3049,3,2,2,898,142,1985,Hume,-37.67823,144.90002,Northern Metropolitan,2474
18789,Wheelers Hill,994 Waverley Rd,5,h,1090000,S,Ray,15/07/2017,16.7,3150,5,2,2,698,246,1978,Monash,-37.8921,145.19118,South-Eastern Metropolitan,7392
18790,Williamstown,47 Pasco St,4,h,1920000,SP,Williams,15/07/2017,6.8,3016,4,2,0,388,178,1900,Hobsons Bay,-37.86159,144.89926,Western Metropolitan,6380
18792,Wollert,24 Edenvale Bvd,4,h,530000,SP,hockingstuart,15/07/2017,25.5,3750,4,2,2,448,155,2011,Whittlesea,-37.61944,145.01243,Northern Metropolitan,2940
18798,Yarraville,17 Adeney St,3,h,982500,S,Village,15/07/2017,6.3,3013,3,2,2,444,122,1945,Maribyrnong,-37.81662,144.866,Western Metropolitan,6543
18801,Yarraville,12 Montague St,3,h,1230000,S,Jas,15/07/2017,6.3,3013,3,1,2,433,144,1880,Maribyrnong,-37.81183,144.88569,Western Metropolitan,6543
18804,Abbotsford,133 Yarra St,2,h,1190000,S,Biggin,22/07/2017,3,3067,2,2,1,147,175,2000,Yarra,-37.80269,145.0001,Northern Metropolitan,4019
18807,Aberfeldie,5 Aroona Ct,3,h,1680000,SP,Raine,22/07/2017,7.5,3040,3,2,2,673,136,1965,Moonee Valley,-37.76316,144.89799,Western Metropolitan,1543
18820,Altona Meadows,52 Shirley St,3,h,620000,S,hockingstuart,22/07/2017,15.5,3028,3,1,2,466,107,1975,Hobsons Bay,-37.87019,144.7843,Western Metropolitan,7630
18821,Altona North,12 Chambers Rd,3,h,830000,SP,RT,22/07/2017,9.4,3025,3,2,2,529,130,1965,Hobsons Bay,-37.84107,144.84179,Western Metropolitan,5132
18823,Altona North,313 Millers Rd,4,h,805000,S,Sweeney,22/07/2017,9.4,3025,4,2,5,562,146,1950,Hobsons Bay,-37.84384,144.84637,Western Metropolitan,5132
18824,Altona North,2/16 Stapley Cr,2,h,510000,S,Sweeney,22/07/2017,9.4,3025,2,1,1,170,100,2001,Hobsons Bay,-37.83658,144.86199,Western Metropolitan,5132
18828,Ascot Vale,2/41 Sandown Rd,3,t,855000,S,Alexkarbon,22/07/2017,4.3,3032,3,1,2,159,129,2011,Moonee Valley,-37.78329,144.91842,Western Metropolitan,6567
18829,Ascot Vale,67 The Parade,2,h,1035000,S,Alexkarbon,22/07/2017,4.3,3032,2,1,1,319,117,1900,Moonee Valley,-37.77266,144.9131,Western Metropolitan,6567
18832,Ashwood,5 Kiewa St,4,h,1450000,S,Fletchers,22/07/2017,10.2,3147,4,2,1,803,154,1965,Monash,-37.86162,145.11042,Southern Metropolitan,2894
18833,Ashwood,47B Vannam Dr,3,t,1060000,S,Buxton,22/07/2017,10.2,3147,3,2,2,343,1,2000,Monash,-37.86324,145.10289,Southern Metropolitan,2894
18834,Aspendale,14 Ebb St,3,h,970000,VB,hockingstuart,22/07/2017,21.5,3195,4,2,2,612,154,1960,Kingston,-38.01596,145.09932,South-Eastern Metropolitan,2824
18838,Avondale Heights,49 Ridge Dr,3,h,750000,PI,Barry,22/07/2017,9.5,3034,3,1,2,561,103,1990,Moonee Valley,-37.7528,144.85585,Western Metropolitan,4502
18839,Avondale Heights,55 Ridge Dr,5,h,800000,VB,Barry,22/07/2017,9.5,3034,5,2,3,577,166,1985,Moonee Valley,-37.75261,144.85631,Western Metropolitan,4502
18844,Balwyn North,7 Adeney St,5,h,2400000,VB,hockingstuart,22/07/2017,9.7,3104,5,4,2,742,262,1980,Boroondara,-37.80218,145.10063,Southern Metropolitan,7809
18847,Balwyn North,67 Winfield Rd,4,h,1850000,SA,Fletchers,22/07/2017,9.7,3104,4,4,3,929,266,1960,Boroondara,-37.79497,145.10538,Southern Metropolitan,7809
18849,Beaconsfield,12 Windsor Dr,4,h,670000,SP,Harcourts,22/07/2017,39,3807,4,2,2,900,244,2005,Cardinia,-38.05614,145.38464,Eastern Victoria,2332
18850,Beaumaris,16A Coronet Gr,3,t,1850000,PI,McGrath,22/07/2017,17.3,3193,3,3,2,252,203,2007,Bayside,-37.98453,145.02659,Southern Metropolitan,5366
18851,Bellfield,9 Sullivan St,2,h,906000,S,Miles,22/07/2017,8.8,3081,2,1,1,617,109.98,1960,Banyule,-37.7528,145.04444,Eastern Metropolitan,790
18855,Bentleigh,2/21 Vickery St,2,u,410000,PI,hockingstuart,22/07/2017,11.4,3204,2,1,1,834,75,1967,Glen Eira,-37.91627,145.03892,Southern Metropolitan,6795
18856,Bentleigh,12 Wood St,5,h,1500000,PI,hockingstuart,22/07/2017,11.4,3204,5,2,2,591,188,1950,Glen Eira,-37.92211,145.0466,Southern Metropolitan,6795
18862,Blackburn South,2A Stewart Av,3,h,874000,S,Fletchers,22/07/2017,13.4,3130,3,2,1,232,103,2014,Whitehorse,-37.83574,145.14866,Eastern Metropolitan,4387
18865,Braybrook,12/27 Marnoo St,3,t,560000,S,Sweeney,22/07/2017,8.6,3019,3,1,1,158,137,2002,Maribyrnong,-37.78893,144.84652,Western Metropolitan,3589
18872,Brunswick,148 Donald St,3,h,1120000,S,Raine,22/07/2017,5.2,3056,3,1,1,322,107,1920,Moreland,-37.75887,144.97326,Northern Metropolitan,11918
18873,Brunswick,54 Dunstan Av,2,h,1110000,S,Jellis,22/07/2017,5.2,3056,2,1,0,196,101,1922,Moreland,-37.75815,144.97366,Northern Metropolitan,11918
18875,Brunswick,24 Mitchell St,4,h,1790000,S,Nelson,22/07/2017,5.2,3056,4,3,6,733,238,1950,Moreland,-37.759,144.96623,Northern Metropolitan,11918
18880,Bundoora,43 Cheadle Cr,5,h,999000,S,Ray,22/07/2017,12.1,3083,5,2,2,627,268,1991,Banyule,-37.69264,145.0799,Northern Metropolitan,10175
18894,Carnegie,2A Walden Gr,3,h,1050000,VB,Eview,22/07/2017,10.1,3163,3,1,2,184,133,1990,Glen Eira,-37.90017,145.05812,Southern Metropolitan,7822
18897,Caulfield North,6/374 Dandenong Rd,2,u,610000,PI,Greg,22/07/2017,7.8,3161,2,1,1,816,88,2007,Glen Eira,-37.86068,145.01121,Southern Metropolitan,6923
18899,Chelsea,1/15 Cross Rd,2,u,639000,S,Eview,22/07/2017,27,3196,2,1,2,278,104,1980,Kingston,-38.04602,145.1191,South-Eastern Metropolitan,3906
18901,Cheltenham,30 Nancy St,3,h,1050000,PI,Barry,22/07/2017,17.9,3192,3,1,2,539,169,1970,Kingston,-37.97223,145.07895,Southern Metropolitan,9758
18902,Clifton Hill,11/165 Noone St,2,u,640000,SA,Nelson,22/07/2017,3.6,3068,2,2,1,533,110,2011,Yarra,-37.79443,144.99944,Northern Metropolitan,2954
18903,Coburg,35 Belgrave St,3,h,1285000,S,Nelson,22/07/2017,6.7,3058,3,1,2,579,143,1930,Moreland,-37.74482,144.97499,Northern Metropolitan,11204
18910,Craigieburn,11 Heytesbury Cr,3,h,607500,S,hockingstuart,22/07/2017,20.6,3064,3,2,2,654,185,1999,Hume,-37.6038,144.9226,Northern Metropolitan,15510
18913,Craigieburn,60 Northumberland Cct,3,h,500000,S,Stockdale,22/07/2017,20.6,3064,3,2,2,448,150,2008,Hume,-37.58242,144.93001,Northern Metropolitan,15510
18915,Craigieburn,70 Penhall Dr,3,h,510000,S,Ray,22/07/2017,20.6,3064,3,2,2,350,161,2014,Hume,-37.56883,144.90887,Northern Metropolitan,15510
18916,Craigieburn,36 Serenity Wy,4,h,592500,S,Ray,22/07/2017,20.6,3064,4,2,2,448,188,2011,Hume,-37.57635,144.91151,Northern Metropolitan,15510
18921,Dandenong,1 Caroline St,3,h,669000,S,Stockdale,22/07/2017,24.7,3175,3,1,1,713,145,1960,Greater Dandenong,-37.98997,145.2254,South-Eastern Metropolitan,10894
18925,Dandenong North,7 Buchan St,5,h,895000,S,Barry,22/07/2017,24.7,3175,5,2,4,779,186,1970,Greater Dandenong,-37.94465,145.21236,South-Eastern Metropolitan,8322
18929,Delahey,11 Barley Ct,4,h,505000,S,YPA,22/07/2017,18,3037,4,2,2,344,105.9,1995,Brimbank,-37.719,144.76699,Western Metropolitan,2898
18931,Doncaster,5 Alma Ct,5,h,1530000,S,Barry,22/07/2017,12.4,3108,5,3,2,851,215,1975,Manningham,-37.78109,145.13745,Eastern Metropolitan,9028
18934,Doncaster East,45 Elizabeth St,4,h,1385000,S,Jellis,22/07/2017,14.3,3109,4,3,2,417,203,1980,Manningham,-37.79223,145.14606,Eastern Metropolitan,10999
18940,Doveton,33 Kanooka Gr,2,h,472500,S,C21,22/07/2017,28.8,3177,2,1,2,590,74,1960,Casey,-37.99715,145.23526,South-Eastern Metropolitan,3533
18943,Edithvale,9a Ivan Av,2,u,724000,S,O'Brien,22/07/2017,27,3196,2,1,2,224,104,2000,Kingston,-38.0371,145.11717,South-Eastern Metropolitan,2546
18944,Elsternwick,16 Allison Rd,3,h,1975000,S,Biggin,22/07/2017,7.2,3185,3,2,2,458,165,1900,Glen Eira,-37.88148,145.00539,Southern Metropolitan,4898
18945,Elsternwick,4/49 Seymour Rd,3,t,1200000,S,Biggin,22/07/2017,7.2,3185,3,1,2,1405,117,1965,Glen Eira,-37.88065,145.01112,Southern Metropolitan,4898
18949,Elwood,7/59 Ormond Rd,2,u,630000,S,McGrath,22/07/2017,7.2,3184,2,1,1,637,73,1970,Port Phillip,-37.88374,144.98518,Southern Metropolitan,8989
18958,Essendon North,18 Royal Av,3,h,1535000,S,Jellis,22/07/2017,8.2,3041,3,1,2,811,152,1925,Moonee Valley,-37.7384,144.90485,Western Metropolitan,1308
18959,Fawkner,115 Lorne St,2,h,830000,PI,Stockdale,22/07/2017,13.1,3060,2,1,1,779,102,1950,Moreland,-37.71532,144.96508,Northern Metropolitan,5070
18960,Ferntree Gully,7 Austin St,3,h,740000,SP,Stockdale,22/07/2017,24.8,3156,3,1,2,968,118,1955,Knox,-37.88523,145.28553,Eastern Metropolitan,10788
18964,Footscray,107/250 Barkly St,2,u,430000,PI,McGrath,22/07/2017,5.1,3011,2,1,1,1909,110,2007,Maribyrnong,-37.79919,144.89607,Western Metropolitan,7570
18965,Footscray,16 Creswick St,3,h,900000,PI,Sweeney,22/07/2017,5.1,3011,3,1,3,312,106,1880,Maribyrnong,-37.79334,144.89128,Western Metropolitan,7570
18966,Footscray,15 Greer St,4,h,1000000,SA,Nelson,22/07/2017,5.1,3011,4,2,1,180,206,1994,Maribyrnong,-37.79686,144.908,Western Metropolitan,7570
18967,Footscray,12 Jerrold St,4,h,891000,S,Sweeney,22/07/2017,5.1,3011,4,1,3,446,101.7,1920,Maribyrnong,-37.79221,144.89076,Western Metropolitan,7570
18969,Forest Hill,19 Victor Cr,3,h,1011000,S,McGrath,22/07/2017,15.4,3131,3,1,1,590,114,1960,Whitehorse,-37.84308,145.168,Eastern Metropolitan,4385
18977,Glen Iris,2/10 Osborne Av,2,u,580000,VB,hockingstuart,22/07/2017,7.3,3146,2,1,1,200,62,1970,Stonnington,-37.85743,145.0468,Southern Metropolitan,10412
18978,Glen Iris,8/12 Osborne Av,2,u,519500,S,Marshall,22/07/2017,7.3,3146,2,1,1,1101,73,1970,Stonnington,-37.85724,145.04681,Southern Metropolitan,10412
18979,Glen Waverley,2/51 Avonhurst Dr,2,u,656000,S,Harcourts,22/07/2017,16.7,3150,2,1,1,345,120,2012,Monash,-37.89919,145.14856,Eastern Metropolitan,15321
18983,Glen Waverley,32 Maylands Cr,5,h,1182000,S,Ray,22/07/2017,16.7,3150,5,2,3,650,152,1975,Monash,-37.90383,145.17166,Eastern Metropolitan,15321
18987,Glen Waverley,2/32 Wilson Rd,3,u,1000000,PI,McGrath,22/07/2017,16.7,3150,3,2,2,365,124,1996,Monash,-37.88599,145.17031,Eastern Metropolitan,15321
18988,Glenroy,4/39 Clovelly Av,2,u,493000,S,Biggin,22/07/2017,11.2,3046,2,1,2,201,201,2000,Moreland,-37.70691,144.90934,Northern Metropolitan,8870
18989,Glenroy,8 Granville St,3,h,940000,SP,Stockdale,22/07/2017,11.2,3046,3,2,5,627,173,1960,Moreland,-37.70198,144.92166,Northern Metropolitan,8870
18990,Glenroy,3/42 Harold St,2,u,435000,S,Nelson,22/07/2017,11.2,3046,2,1,1,144,73,2010,Moreland,-37.70628,144.92379,Northern Metropolitan,8870
18997,Hadfield,146 East St,4,h,741000,S,Nelson,22/07/2017,11.2,3046,4,1,2,652,158,1960,Moreland,-37.70542,144.95127,Northern Metropolitan,2606
18998,Hadfield,99 Hilton St,3,h,550000,S,Eview,22/07/2017,11.2,3046,3,1,2,325,100,1950,Moreland,-37.70325,144.94757,Northern Metropolitan,2606
19001,Hampton,7 Exon St,3,t,1405000,S,Buxton,22/07/2017,13.8,3188,3,2,2,220,139,2014,Bayside,-37.93487,145.00093,Southern Metropolitan,5454
19004,Heathmont,91 Campbell St,4,h,1270500,S,Philip,22/07/2017,21.3,3135,4,2,3,801,180,1957,Maroondah,-37.82734,145.24487,Eastern Metropolitan,3794
19005,Heathmont,61 Canterbury Rd,3,h,751000,SP,Mandy,22/07/2017,21.3,3135,3,1,2,693,129,1950,Maroondah,-37.82536,145.24893,Eastern Metropolitan,3794
19011,Highett,10 Haynes St,4,h,1535000,S,Thomson,22/07/2017,16,3190,4,2,2,719,719,1998,Bayside,-37.94999,145.03122,Southern Metropolitan,4794
19016,Hillside,93 Saronvale Cr,4,h,700000,PI,Barry,22/07/2017,18,3037,4,2,4,788,236,1995,Melton,-37.68974,144.75225,Western Metropolitan,5556
19017,Hoppers Crossing,46 Bourke Cr,3,h,520000,S,LJ,22/07/2017,18.4,3029,3,1,0,609,109,1986,Wyndham,-37.86991,144.68607,Western Metropolitan,13830
19018,Hoppers Crossing,2 Burge Cr,4,h,650000,SP,Triwest,22/07/2017,18.4,3029,4,2,2,680,205,1985,Wyndham,-37.86821,144.69566,Western Metropolitan,13830
19022,Ivanhoe,4/75 Green St,2,t,880000,S,Miles,22/07/2017,7.8,3079,2,1,2,229,113,2005,Banyule,-37.7651,145.03452,Eastern Metropolitan,5549
19023,Ivanhoe,6/36 Livingstone St,4,t,985000,VB,Jellis,22/07/2017,7.8,3079,4,3,2,181,154,2016,Banyule,-37.76758,145.03883,Eastern Metropolitan,5549
19025,Jacana,12 Lorraine Cr,3,h,528000,SP,RW,22/07/2017,14,3047,3,1,3,588,92,1960,Hume,-37.68306,144.90928,Northern Metropolitan,851
19028,Keilor East,3 Border Dr,3,h,918000,S,Nelson,22/07/2017,11.7,3033,3,2,2,669,166,2000,Moonee Valley,-37.73936,144.85874,Western Metropolitan,5629
19033,Kings Park,261 Taylors Rd,3,h,565000,S,Ray,22/07/2017,14,3021,3,2,3,543,106.9,1980,Brimbank,-37.72765,144.78107,Western Metropolitan,2878
19035,Kurunjang,8 Carberry Dr,4,h,362000,SP,hockingstuart,22/07/2017,31.7,3337,4,2,2,685,141,1970,Melton,-37.67277,144.59643,Northern Victoria,3553
19038,Lalor,69 Monash St,3,h,560000,S,Love,22/07/2017,16.3,3075,3,1,2,535,104,1970,Whittlesea,-37.6615,145.02761,Northern Metropolitan,8279
19039,Langwarrin,17/165 North Rd,3,u,447000,S,hockingstuart,22/07/2017,41,3910,3,1,2,230,102,2002,Frankston,-38.16404,145.18781,Eastern Victoria,8743
19045,Maidstone,7 Churchill Av,3,h,681000,SP,Biggin,22/07/2017,6.4,3012,3,1,2,523,93.82,1950,Maribyrnong,-37.78242,144.86955,Western Metropolitan,3873
19046,Maidstone,12 Inkerman St,3,h,1005000,S,Sweeney,22/07/2017,6.4,3012,3,1,5,653,109,1930,Maribyrnong,-37.78639,144.88214,Western Metropolitan,3873
19047,Maidstone,18 Pullar St,2,h,468000,S,Burnham,22/07/2017,6.4,3012,2,1,2,312,89,1990,Maribyrnong,-37.78353,144.87233,Western Metropolitan,3873
19051,Maribyrnong,7 Cavalry Cct,3,t,640000,S,Biggin,22/07/2017,4.3,3032,3,2,2,91,132,2000,Maribyrnong,-37.77449,144.88011,Western Metropolitan,4918
19054,Meadow Heights,1/2 Dakara Cl,3,u,420000,S,YPA,22/07/2017,17.4,3048,3,1,1,658,94,1990,Hume,-37.64821,144.92527,Northern Metropolitan,4704
19059,Melton South,8 Charles Ct,3,h,326000,S,hockingstuart,22/07/2017,29.8,3338,3,1,1,611,115,1985,Melton,-37.69467,144.57827,Western Victoria,4718
19069,Mill Park,4 Streeton Cct,3,h,725000,S,Ray,22/07/2017,17.9,3082,3,2,2,602,129,1980,Whittlesea,-37.66916,145.06912,Northern Metropolitan,10529
19070,Mitcham,11 Beaufort St,3,h,1101000,S,Ray,22/07/2017,17.2,3132,3,1,2,774,132.6,1950,Whitehorse,-37.80588,145.1981,Eastern Metropolitan,6871
19071,Mitcham,1/17 Milne St,4,t,926000,S,Ray,22/07/2017,17.2,3132,4,3,2,374,170,2000,Whitehorse,-37.81521,145.18727,Eastern Metropolitan,6871
19077,Mordialloc,3/2 Woods Av,1,u,309000,S,Barry,22/07/2017,21.5,3195,1,1,1,57,42,1978,Kingston,-38.00331,145.09425,South-Eastern Metropolitan,3650
19080,Mount Waverley,4/254 Waverley Rd,2,u,611000,S,Win,22/07/2017,14.2,3149,2,1,1,161,82,1970,Monash,-37.8837,145.11526,Eastern Metropolitan,13366
19082,Mulgrave,2 Kinkora Ct,3,h,755000,S,Ray,22/07/2017,18.8,3170,3,2,2,197,132,2005,Monash,-37.92285,145.18549,South-Eastern Metropolitan,7113
19083,Mulgrave,25 Morawa Dr,3,h,862000,S,Win,22/07/2017,18.8,3170,3,2,2,246,3,2002,Monash,-37.92829,145.19647,South-Eastern Metropolitan,7113
19084,Mulgrave,75 Wattle Gr,3,h,815500,S,Ray,22/07/2017,18.8,3170,3,2,2,434,104,1960,Monash,-37.93228,145.15827,South-Eastern Metropolitan,7113
19087,Newport,102 Market St,3,h,1100000,VB,Williams,22/07/2017,6.2,3015,3,2,3,449,154.3,1940,Hobsons Bay,-37.84769,144.87667,Western Metropolitan,5498
19088,Niddrie,8 Goble St,4,h,1130000,SP,Nelson,22/07/2017,10.4,3042,4,2,2,650,163,1975,Moonee Valley,-37.73435,144.8768,Western Metropolitan,2291
19089,Niddrie,64 Muriel St,4,h,1006000,S,Brad,22/07/2017,10.4,3042,4,2,1,270,178.74,2008,Moonee Valley,-37.74266,144.88577,Western Metropolitan,2291
19092,Noble Park,2/21 Marna Ct,2,u,445000,S,iSell,22/07/2017,22.7,3174,2,1,3,197,82,1998,Greater Dandenong,-37.96903,145.18999,South-Eastern Metropolitan,11806
19093,Noble Park,371 Princes Hwy,3,h,650000,SP,iSell,22/07/2017,22.7,3174,3,1,1,603,130,1970,Greater Dandenong,-37.96318,145.18962,South-Eastern Metropolitan,11806
